type,ambient_temperature,battery_id,test_id,Capacity
discharge,24,B0034,16,1.48667022
charge,24,B0034,17,
discharge,24,B0034,18,1.470133096
charge,24,B0034,19,
discharge,24,B0034,20,1.45650418
charge,24,B0034,21,
discharge,24,B0034,22,1.441896104
charge,24,B0034,23,
discharge,24,B0034,24,1.437094959
impedance,24,B0034,25,
charge,24,B0034,26,
impedance,24,B0034,27,
discharge,24,B0034,28,1.445870362
charge,24,B0034,29,
discharge,24,B0034,30,1.432104055
charge,24,B0034,31,
discharge,24,B0034,32,1.426720633
charge,24,B0034,33,
discharge,24,B0034,34,1.423084689
charge,24,B0034,35,
discharge,24,B0034,36,1.440947952
impedance,24,B0034,37,
charge,24,B0034,38,
impedance,24,B0034,39,
discharge,24,B0034,40,1.486901544
charge,24,B0034,41,
discharge,24,B0034,42,1.524531323
charge,24,B0034,43,
discharge,24,B0034,44,1.462904961
charge,24,B0034,45,
discharge,24,B0034,46,1.423079451
charge,24,B0034,47,
discharge,24,B0034,48,1.405104086
impedance,24,B0034,49,
charge,24,B0034,50,
impedance,24,B0034,51,
discharge,24,B0034,52,1.632946393
impedance,24,B0034,53,
charge,24,B0034,54,
impedance,24,B0034,55,
discharge,24,B0034,56,1.568713821
charge,24,B0034,57,
discharge,24,B0034,58,1.514952097
charge,24,B0034,59,
discharge,24,B0034,60,1.485518294
charge,24,B0034,61,
discharge,24,B0034,62,1.480771929
charge,24,B0034,63,
discharge,24,B0034,64,1.484026357
impedance,24,B0034,65,
charge,24,B0034,66,
impedance,24,B0034,67,
discharge,24,B0034,68,1.492215306
charge,24,B0034,69,
discharge,24,B0034,70,1.473312924
charge,24,B0034,71,
discharge,24,B0034,72,1.441593179
charge,24,B0034,73,
discharge,24,B0034,74,1.42258732
charge,24,B0034,75,
discharge,24,B0034,76,1.426648938
impedance,24,B0034,77,
charge,24,B0034,78,
impedance,24,B0034,79,
discharge,24,B0034,80,1.459677556
charge,24,B0034,81,
discharge,24,B0034,82,1.439615994
charge,24,B0034,83,
discharge,24,B0034,84,1.419551266
charge,24,B0034,85,
discharge,24,B0034,86,1.411810171
charge,24,B0034,87,
discharge,24,B0034,88,1.40441967
impedance,24,B0034,89,
charge,24,B0034,90,
impedance,24,B0034,91,
discharge,24,B0034,92,1.47350591
charge,24,B0034,93,
discharge,24,B0034,94,1.492658601
charge,24,B0034,95,
discharge,24,B0034,96,1.482026015
charge,24,B0034,97,
discharge,24,B0034,98,1.423575358
charge,24,B0034,99,
discharge,24,B0034,100,1.40382522
impedance,24,B0034,101,
charge,24,B0034,102,
impedance,24,B0034,103,
discharge,24,B0034,104,1.536317348
impedance,24,B0034,105,
charge,24,B0034,106,
impedance,24,B0034,107,
discharge,24,B0034,108,1.544036717
charge,24,B0034,109,
discharge,24,B0034,110,1.507892155
charge,24,B0034,111,
discharge,24,B0034,112,1.820306006
impedance,24,B0034,113,
charge,24,B0034,114,
impedance,24,B0034,115,
discharge,24,B0034,116,1.593657576
charge,24,B0034,117,
discharge,24,B0034,118,1.533070465
charge,24,B0034,119,
discharge,24,B0034,120,1.486214309
charge,24,B0034,121,
discharge,24,B0034,122,1.502931885
charge,24,B0034,123,
discharge,24,B0034,124,1.520218541
impedance,24,B0034,125,
charge,24,B0034,126,
impedance,24,B0034,127,
discharge,24,B0034,128,1.511819474
charge,24,B0034,129,
discharge,24,B0034,130,1.464601302
charge,24,B0034,131,
discharge,24,B0034,132,1.454614096
charge,24,B0034,133,
discharge,24,B0034,134,1.433340049
charge,24,B0034,135,
discharge,24,B0034,136,1.449326235
impedance,24,B0034,137,
charge,24,B0034,138,
impedance,24,B0034,139,
discharge,24,B0034,140,1.495199822
charge,24,B0034,141,
discharge,24,B0034,142,1.472059024
charge,24,B0034,143,
discharge,24,B0034,144,1.409738301
charge,24,B0034,145,
discharge,24,B0034,146,1.386194418
charge,24,B0034,147,
discharge,24,B0034,148,1.362412541
impedance,24,B0034,149,
charge,24,B0034,150,
impedance,24,B0034,151,
discharge,24,B0034,152,1.447137745
charge,24,B0034,153,
discharge,24,B0034,154,1.455448339
charge,24,B0034,155,
discharge,24,B0034,156,1.442395217
charge,24,B0034,157,
discharge,24,B0034,158,1.377541946
charge,24,B0034,159,
discharge,24,B0034,160,1.353993589
impedance,24,B0034,161,
charge,24,B0034,162,
impedance,24,B0034,163,
discharge,24,B0034,164,1.550903886
impedance,24,B0034,165,
charge,24,B0034,166,
impedance,24,B0034,167,
discharge,24,B0034,168,1.55629327
charge,24,B0034,169,
discharge,24,B0034,170,1.506752661
charge,24,B0034,171,
discharge,24,B0034,172,1.444138733
charge,24,B0034,173,
discharge,24,B0034,174,1.414410381
charge,24,B0034,175,
discharge,24,B0034,176,1.389757421
impedance,24,B0034,177,
charge,24,B0034,178,
impedance,24,B0034,179,
discharge,24,B0034,180,1.449968311
charge,24,B0034,181,
discharge,24,B0034,182,1.467865307
charge,24,B0034,183,
discharge,24,B0034,184,1.429064431
charge,24,B0034,185,
discharge,24,B0034,186,1.376744835
charge,24,B0034,187,
discharge,24,B0034,188,1.351581326
impedance,24,B0034,189,
charge,24,B0034,190,
impedance,24,B0034,191,
discharge,24,B0034,192,1.353993473
charge,24,B0034,193,
discharge,24,B0034,194,1.357716512
charge,24,B0034,195,
discharge,24,B0034,196,1.334169315
charge,24,B0034,197,
discharge,24,B0034,198,1.337214789
charge,24,B0034,199,
discharge,24,B0034,200,1.339045224
impedance,24,B0034,201,
charge,24,B0034,202,
impedance,24,B0034,203,
discharge,24,B0034,204,1.34392446
charge,24,B0034,205,
discharge,24,B0034,206,1.345478619
charge,24,B0034,207,
discharge,24,B0034,208,1.348226303
charge,24,B0034,209,
discharge,24,B0034,210,1.33731923
charge,24,B0034,211,
discharge,24,B0034,212,1.340252334
impedance,24,B0034,213,
charge,24,B0034,214,
impedance,24,B0034,215,
discharge,24,B0034,216,1.329096568
charge,24,B0034,217,
discharge,24,B0034,218,1.332348566
charge,24,B0034,219,
discharge,24,B0034,220,1.350154131
charge,24,B0034,221,
discharge,24,B0034,222,1.381523441
charge,24,B0034,223,
discharge,24,B0034,224,1.383597195
impedance,24,B0034,225,
charge,24,B0034,226,
impedance,24,B0034,227,
discharge,24,B0034,228,1.330116186
charge,24,B0034,229,
discharge,24,B0034,230,1.317698212
charge,24,B0034,231,
discharge,24,B0034,232,1.306365772
charge,24,B0034,233,
discharge,24,B0034,234,1.338156738
charge,24,B0034,235,
discharge,24,B0034,236,1.356325809
impedance,24,B0034,237,
charge,24,B0034,238,
impedance,24,B0034,239,
discharge,24,B0034,240,1.364899753
charge,24,B0034,241,
discharge,24,B0034,242,1.333763998
charge,24,B0034,243,
discharge,24,B0034,244,1.306012367
charge,24,B0034,245,
discharge,24,B0034,246,1.310186836
charge,24,B0034,247,
discharge,24,B0034,248,1.356766894
impedance,24,B0034,249,
charge,24,B0034,250,
impedance,24,B0034,251,
discharge,24,B0034,252,1.391685743
charge,24,B0034,253,
discharge,24,B0034,254,1.362993508
charge,24,B0034,255,
discharge,24,B0034,256,1.321171197
charge,24,B0034,257,
discharge,24,B0034,258,1.307486902
charge,24,B0034,259,
discharge,24,B0034,260,1.31058819
impedance,24,B0034,261,
charge,24,B0034,262,
impedance,24,B0034,263,
discharge,24,B0034,264,1.376312668
charge,24,B0034,265,
discharge,24,B0034,266,1.391764929
charge,24,B0034,267,
discharge,24,B0034,268,1.364974635
charge,24,B0034,269,
discharge,24,B0034,270,1.321909394
charge,24,B0034,271,
discharge,24,B0034,272,1.309003389
impedance,24,B0034,273,
charge,24,B0034,274,
impedance,24,B0034,275,
discharge,24,B0034,276,1.332700572
charge,24,B0034,277,
discharge,24,B0034,278,1.742397519
impedance,24,B0034,279,
charge,24,B0034,280,
impedance,24,B0034,281,
discharge,24,B0034,282,1.377347563
charge,24,B0034,283,
discharge,24,B0034,284,1.348759888
charge,24,B0034,285,
discharge,24,B0034,286,1.350150456
charge,24,B0034,287,
discharge,24,B0034,288,1.338781488
charge,24,B0034,289,
discharge,24,B0034,290,1.325337121
impedance,24,B0034,291,
charge,24,B0034,292,
impedance,24,B0034,293,
discharge,24,B0034,294,1.33081606
charge,24,B0034,295,
discharge,24,B0034,296,1.333083377
charge,24,B0034,297,
discharge,24,B0034,298,1.333322653
charge,24,B0034,299,
discharge,24,B0034,300,1.32642811
charge,24,B0034,301,
discharge,24,B0034,302,1.323971041
impedance,24,B0034,303,
charge,24,B0034,304,
impedance,24,B0034,305,
discharge,24,B0034,306,1.324936423
charge,24,B0034,307,
discharge,24,B0034,308,1.328306768
charge,24,B0034,309,
discharge,24,B0034,310,1.314584349
charge,24,B0034,311,
discharge,24,B0034,312,1.31668418
charge,24,B0034,313,
discharge,24,B0034,314,1.304172765
impedance,24,B0034,315,
charge,24,B0034,316,
impedance,24,B0034,317,
discharge,24,B0034,318,1.353445007
charge,24,B0034,319,
discharge,24,B0034,320,1.371294083
charge,24,B0034,321,
discharge,24,B0034,322,1.357699322
charge,24,B0034,323,
discharge,24,B0034,324,1.328690309
charge,24,B0034,325,
discharge,24,B0034,326,1.314394327
impedance,24,B0034,327,
charge,24,B0034,328,
impedance,24,B0034,329,
discharge,24,B0034,330,1.386678303
impedance,24,B0034,331,
charge,24,B0034,332,
impedance,24,B0034,333,
discharge,24,B0034,334,1.386833046
charge,24,B0034,335,
discharge,24,B0034,336,1.354803738
charge,24,B0034,337,
discharge,24,B0034,338,1.325578767
charge,24,B0034,339,
discharge,24,B0034,340,1.311972868
charge,24,B0034,341,
discharge,24,B0034,342,1.306448795
impedance,24,B0034,343,
charge,24,B0034,344,
impedance,24,B0034,345,
discharge,24,B0034,346,1.341843188
charge,24,B0034,347,
discharge,24,B0034,348,1.360921017
charge,24,B0034,349,
discharge,24,B0034,350,1.329960368
charge,24,B0034,351,
discharge,24,B0034,352,1.299069388
charge,24,B0034,353,
discharge,24,B0034,354,1.298454437
impedance,24,B0034,355,
charge,24,B0034,356,
impedance,24,B0034,357,
discharge,24,B0034,358,1.317648609
charge,24,B0034,359,
discharge,24,B0034,360,1.336064856
charge,24,B0034,361,
discharge,24,B0034,362,1.363579736
charge,24,B0034,363,
discharge,24,B0034,364,1.333311254
charge,24,B0034,365,
discharge,24,B0034,366,1.302327346
impedance,24,B0034,367,
charge,24,B0034,368,
impedance,24,B0034,369,
discharge,24,B0034,370,1.288872844
charge,24,B0034,371,
discharge,24,B0034,372,1.290274619
charge,24,B0034,373,
discharge,24,B0034,374,1.292407566
charge,24,B0034,375,
discharge,24,B0034,376,1.295409151
charge,24,B0034,377,
discharge,24,B0034,378,1.283229882
impedance,24,B0034,379,
charge,24,B0034,380,
impedance,24,B0034,381,
discharge,24,B0034,382,1.455745402
impedance,24,B0034,383,
charge,24,B0034,384,
impedance,24,B0034,385,
discharge,24,B0034,386,1.454676343
charge,24,B0034,387,
discharge,24,B0034,388,1.423427718
charge,24,B0034,389,
discharge,24,B0034,390,1.39255121
charge,24,B0034,391,
discharge,24,B0034,392,1.376573249
charge,24,B0034,393,
discharge,24,B0034,394,1.381019083
impedance,24,B0034,395,
charge,24,B0034,396,
impedance,24,B0034,397,
discharge,24,B0034,398,1.400756832
charge,24,B0034,399,
discharge,24,B0034,400,1.374645303
charge,24,B0034,401,
discharge,24,B0034,402,1.334592411
charge,24,B0034,403,
discharge,24,B0034,404,1.336396622
charge,24,B0034,405,
discharge,24,B0034,406,1.306915297
impedance,24,B0034,407,
charge,24,B0034,408,
impedance,24,B0034,409,
discharge,24,B0034,410,1.341539457
charge,24,B0034,411,
discharge,24,B0034,412,1.34638897
charge,24,B0034,413,
discharge,24,B0034,414,1.344989807
charge,24,B0034,415,
discharge,24,B0034,416,1.315876081
charge,24,B0034,417,
discharge,24,B0034,418,1.297276689
impedance,24,B0034,419,
charge,24,B0034,420,
impedance,24,B0034,421,
discharge,24,B0034,422,1.285125521
charge,24,B0034,423,
discharge,24,B0034,424,1.319020916
charge,24,B0034,425,
discharge,24,B0034,426,1.341009785
charge,24,B0034,427,
discharge,24,B0034,428,1.326126984
charge,24,B0034,429,
discharge,24,B0034,430,1.309144268
impedance,24,B0034,431,
charge,24,B0034,432,
impedance,24,B0034,433,
discharge,24,B0034,434,1.36300129
impedance,24,B0034,435,
charge,24,B0034,436,
impedance,24,B0034,437,
discharge,24,B0034,438,1.329285702
charge,24,B0034,439,
discharge,24,B0034,440,1.296908593
charge,24,B0034,441,
discharge,24,B0034,442,1.298628592
charge,24,B0034,443,
discharge,24,B0034,444,1.284065761
charge,24,B0034,445,
discharge,24,B0034,446,1.302101591
impedance,24,B0034,447,
charge,24,B0034,448,
impedance,24,B0034,449,
discharge,24,B0034,450,1.308907635
charge,24,B0034,451,
discharge,24,B0034,452,1.27225197
charge,24,B0034,453,
discharge,24,B0034,454,1.276011534
charge,24,B0034,455,
discharge,24,B0034,456,1.2605053
charge,24,B0034,457,
discharge,24,B0034,458,1.266068125
impedance,24,B0034,459,
charge,24,B0034,460,
impedance,24,B0034,461,
discharge,24,B0034,462,1.265829017
charge,24,B0034,463,
discharge,24,B0034,464,1.26558739
charge,24,B0034,465,
discharge,24,B0034,466,1.266359832
charge,24,B0034,467,
discharge,24,B0034,468,1.286847943
charge,24,B0034,469,
discharge,24,B0034,470,1.270026165
impedance,24,B0034,471,
charge,24,B0034,472,
impedance,24,B0034,473,
discharge,24,B0034,474,1.345982533
charge,24,B0034,475,
discharge,24,B0034,476,1.328687532
charge,24,B0034,477,
discharge,24,B0034,478,1.31203072
charge,24,B0034,479,
discharge,24,B0034,480,1.295125493
charge,24,B0034,481,
discharge,24,B0034,482,1.280260161
impedance,24,B0034,483,
charge,24,B0034,484,
impedance,24,B0034,485,
discharge,24,B0038,0,0.898057371
impedance,24,B0038,1,
charge,24,B0038,2,
impedance,24,B0038,3,
discharge,24,B0038,4,1.102623633
charge,24,B0038,5,
discharge,24,B0038,6,1.088580188
charge,24,B0038,7,
discharge,24,B0038,8,1.061324985
charge,24,B0038,9,
discharge,24,B0038,10,1.034706206
charge,24,B0038,11,
discharge,24,B0038,12,1.026997859
impedance,24,B0038,13,
charge,24,B0038,14,
impedance,24,B0038,15,
discharge,24,B0038,16,1.078501971
impedance,24,B0038,17,
charge,24,B0038,18,
impedance,24,B0038,19,
discharge,24,B0038,20,1.063889748
charge,24,B0038,21,
discharge,24,B0038,22,1.036655122
charge,24,B0038,23,
discharge,24,B0038,24,1.030941327
charge,24,B0038,25,
discharge,24,B0038,26,1.014008454
charge,24,B0038,27,
discharge,24,B0038,28,1.008516096
impedance,24,B0038,29,
charge,24,B0038,30,
impedance,24,B0038,31,
discharge,44,B0038,32,1.741924509
impedance,24,B0038,33,
charge,44,B0038,34,
impedance,24,B0038,35,
discharge,44,B0038,36,1.77974186
charge,44,B0038,37,
discharge,44,B0038,38,1.781566631
charge,44,B0038,39,
discharge,44,B0038,40,1.783485958
charge,44,B0038,41,
discharge,44,B0038,42,1.786441165
charge,44,B0038,43,
discharge,44,B0038,44,1.785999761
impedance,24,B0038,45,
charge,44,B0038,46,
impedance,24,B0038,47,
discharge,44,B0038,48,1.776952377
impedance,24,B0038,49,
charge,44,B0038,50,
impedance,24,B0038,51,
discharge,44,B0038,52,1.781428917
charge,44,B0038,53,
discharge,44,B0038,54,1.785945277
charge,44,B0038,55,
discharge,44,B0038,56,1.78520843
charge,44,B0038,57,
discharge,44,B0038,58,1.78359661
charge,44,B0038,59,
discharge,44,B0038,60,1.779678315
impedance,24,B0038,61,
charge,44,B0038,62,
impedance,24,B0038,63,
discharge,44,B0038,64,1.784110259
charge,44,B0038,65,
discharge,44,B0038,66,1.783303233
charge,44,B0038,67,
discharge,44,B0038,68,1.779618614
charge,44,B0038,69,
discharge,44,B0038,70,1.781659233
charge,44,B0038,71,
discharge,44,B0038,72,1.77759113
impedance,24,B0038,73,
charge,44,B0038,74,
impedance,24,B0038,75,
discharge,44,B0038,76,1.777701882
charge,44,B0038,77,
discharge,44,B0038,78,1.778954762
charge,44,B0038,79,
discharge,44,B0038,80,1.780775373
charge,44,B0038,81,
discharge,44,B0038,82,1.778415319
charge,44,B0038,83,
discharge,44,B0038,84,1.77897739
impedance,24,B0038,85,
charge,44,B0038,86,
impedance,24,B0038,87,
discharge,44,B0038,88,1.779247935
charge,44,B0038,89,
discharge,44,B0038,90,1.777920457
charge,44,B0038,91,
discharge,44,B0038,92,1.77922704
charge,44,B0038,93,
discharge,44,B0038,94,1.776063432
charge,44,B0038,95,
discharge,44,B0038,96,1.775103938
impedance,24,B0038,97,
charge,44,B0038,98,
impedance,24,B0038,99,
discharge,44,B0038,100,1.7330641
impedance,24,B0038,101,
charge,44,B0038,102,
impedance,24,B0038,103,
discharge,44,B0038,104,1.739489281
charge,44,B0038,105,
discharge,44,B0038,106,1.737806436
charge,44,B0038,107,
discharge,44,B0038,108,1.730028146
charge,44,B0038,109,
discharge,44,B0038,110,1.729040457
charge,44,B0038,111,
discharge,44,B0038,112,1.728607291
impedance,24,B0038,113,
charge,44,B0038,114,
impedance,24,B0038,115,
discharge,44,B0038,116,1.525738846
impedance,24,B0038,117,
charge,44,B0038,118,
impedance,24,B0038,119,
discharge,44,B0038,120,1.530147553
charge,44,B0038,121,
discharge,24,B0033,0,0.068425722
impedance,24,B0033,1,
charge,24,B0033,2,
impedance,24,B0033,3,
discharge,24,B0033,4,0.689569901
charge,24,B0033,5,
discharge,24,B0033,6,1.161084819
charge,24,B0033,7,
discharge,24,B0033,8,1.252939305
charge,24,B0033,9,
discharge,24,B0033,10,1.302918002
charge,24,B0033,11,
discharge,24,B0033,12,1.321877321
impedance,24,B0033,13,
charge,24,B0033,14,
impedance,24,B0033,15,
discharge,24,B0033,16,1.288469442
charge,24,B0033,17,
discharge,24,B0033,18,1.713169326
charge,24,B0033,19,
discharge,24,B0033,20,1.656096678
charge,24,B0033,21,
discharge,24,B0033,22,1.619729734
charge,24,B0033,23,
discharge,24,B0033,24,1.604655812
impedance,24,B0033,25,
charge,24,B0033,26,
impedance,24,B0033,27,
discharge,24,B0033,28,1.625569977
charge,24,B0033,29,
discharge,24,B0033,30,1.590096731
charge,24,B0033,31,
discharge,24,B0033,32,1.57394023
charge,24,B0033,33,
discharge,24,B0033,34,1.571130335
charge,24,B0033,35,
discharge,24,B0033,36,1.589770615
impedance,24,B0033,37,
charge,24,B0033,38,
impedance,24,B0033,39,
discharge,24,B0033,40,1.625737877
charge,24,B0033,41,
discharge,24,B0033,42,1.652350633
charge,24,B0033,43,
discharge,24,B0033,44,1.614381676
charge,24,B0033,45,
discharge,24,B0033,46,1.586974534
charge,24,B0033,47,
discharge,24,B0033,48,1.581835557
impedance,24,B0033,49,
charge,24,B0033,50,
impedance,24,B0033,51,
discharge,24,B0033,52,1.691976941
impedance,24,B0033,53,
charge,24,B0033,54,
impedance,24,B0033,55,
discharge,24,B0033,56,1.68794838
charge,24,B0033,57,
discharge,24,B0033,58,1.658622301
charge,24,B0033,59,
discharge,24,B0033,60,1.642017903
charge,24,B0033,61,
discharge,24,B0033,62,1.638181079
charge,24,B0033,63,
discharge,24,B0033,64,1.642289251
impedance,24,B0033,65,
charge,24,B0033,66,
impedance,24,B0033,67,
discharge,24,B0033,68,1.651270876
charge,24,B0033,69,
discharge,24,B0033,70,1.63265593
charge,24,B0033,71,
discharge,24,B0033,72,1.626088811
charge,24,B0033,73,
discharge,24,B0033,74,1.607929296
charge,24,B0033,75,
discharge,24,B0033,76,1.612536111
impedance,24,B0033,77,
charge,24,B0033,78,
impedance,24,B0033,79,
discharge,24,B0033,80,1.621838417
charge,24,B0033,81,
discharge,24,B0033,82,1.614544303
charge,24,B0033,83,
discharge,24,B0033,84,1.595395892
charge,24,B0033,85,
discharge,24,B0033,86,1.587724303
charge,24,B0033,87,
discharge,24,B0033,88,1.581184058
impedance,24,B0033,89,
charge,24,B0033,90,
impedance,24,B0033,91,
discharge,24,B0033,92,1.612842261
charge,24,B0033,93,
discharge,24,B0033,94,1.619986063
charge,24,B0033,95,
discharge,24,B0033,96,1.609938185
charge,24,B0033,97,
discharge,24,B0033,98,1.577097754
charge,24,B0033,99,
discharge,24,B0033,100,1.570859907
impedance,24,B0033,101,
charge,24,B0033,102,
impedance,24,B0033,103,
discharge,24,B0033,104,1.626158135
impedance,24,B0033,105,
charge,24,B0033,106,
impedance,24,B0033,107,
discharge,24,B0033,108,1.634812997
charge,24,B0033,109,
discharge,24,B0033,110,1.611705364
charge,24,B0033,111,
discharge,24,B0033,112,1.88514017
impedance,24,B0033,113,
charge,24,B0033,114,
impedance,24,B0033,115,
discharge,24,B0033,116,1.658495789
charge,24,B0033,117,
discharge,24,B0033,118,1.624189346
charge,24,B0033,119,
discharge,24,B0033,120,1.604172099
charge,24,B0033,121,
discharge,24,B0033,122,1.608001674
charge,24,B0033,123,
discharge,24,B0033,124,1.625675214
impedance,24,B0033,125,
charge,24,B0033,126,
impedance,24,B0033,127,
discharge,24,B0033,128,1.617632766
charge,24,B0033,129,
discharge,24,B0033,130,1.597319149
charge,24,B0033,131,
discharge,24,B0033,132,1.587585225
charge,24,B0033,133,
discharge,24,B0033,134,1.580253002
charge,24,B0033,135,
discharge,24,B0033,136,1.58303653
impedance,24,B0033,137,
charge,24,B0033,138,
impedance,24,B0033,139,
discharge,24,B0033,140,1.602713883
charge,24,B0033,141,
discharge,24,B0033,142,1.593070915
charge,24,B0033,143,
discharge,24,B0033,144,1.544888869
charge,24,B0033,145,
discharge,24,B0033,146,1.535218857
charge,24,B0033,147,
discharge,24,B0033,148,1.525267731
impedance,24,B0033,149,
charge,24,B0033,150,
impedance,24,B0033,151,
discharge,24,B0033,152,1.555949201
charge,24,B0033,153,
discharge,24,B0033,154,1.564802944
charge,24,B0033,155,
discharge,24,B0033,156,1.551862046
charge,24,B0033,157,
discharge,24,B0033,158,1.514455055
charge,24,B0033,159,
discharge,24,B0033,160,1.50519362
impedance,24,B0033,161,
charge,24,B0033,162,
impedance,24,B0033,163,
discharge,24,B0033,164,1.60582397
impedance,24,B0033,165,
charge,24,B0033,166,
impedance,24,B0033,167,
discharge,24,B0033,168,1.62490052
charge,24,B0033,169,
discharge,24,B0033,170,1.58978513
charge,24,B0033,171,
discharge,24,B0033,172,1.555238615
charge,24,B0033,173,
discharge,24,B0033,174,1.539756405
charge,24,B0033,175,
discharge,24,B0033,176,1.5293174
impedance,24,B0033,177,
charge,24,B0033,178,
impedance,24,B0033,179,
discharge,24,B0033,180,1.547680554
charge,24,B0033,181,
discharge,24,B0033,182,1.565992094
charge,24,B0033,183,
discharge,24,B0033,184,1.541625285
charge,24,B0033,185,
discharge,24,B0033,186,1.517590656
charge,24,B0033,187,
discharge,24,B0033,188,1.507520204
impedance,24,B0033,189,
charge,24,B0033,190,
impedance,24,B0033,191,
discharge,24,B0033,192,1.495492826
charge,24,B0033,193,
discharge,24,B0033,194,1.499761881
charge,24,B0033,195,
discharge,24,B0033,196,1.490696681
charge,24,B0033,197,
discharge,24,B0033,198,1.480099943
charge,24,B0033,199,
discharge,24,B0033,200,1.46760915
impedance,24,B0033,201,
charge,24,B0033,202,
impedance,24,B0033,203,
discharge,24,B0033,204,1.472981849
charge,24,B0033,205,
discharge,24,B0033,206,1.474287214
charge,24,B0033,207,
discharge,24,B0033,208,1.463516281
charge,24,B0033,209,
discharge,24,B0033,210,1.452709568
charge,24,B0033,211,
discharge,24,B0033,212,1.455730385
impedance,24,B0033,213,
charge,24,B0033,214,
impedance,24,B0033,215,
discharge,24,B0033,216,1.4597401
charge,24,B0033,217,
discharge,24,B0033,218,1.448711504
charge,24,B0033,219,
discharge,24,B0033,220,1.466675976
charge,24,B0033,221,
discharge,24,B0033,222,1.468950211
charge,24,B0033,223,
discharge,24,B0033,224,1.471116589
impedance,24,B0033,225,
charge,24,B0033,226,
impedance,24,B0033,227,
discharge,24,B0033,228,1.447301236
charge,24,B0033,229,
discharge,24,B0033,230,1.420531555
charge,24,B0033,231,
discharge,24,B0033,232,1.424146609
charge,24,B0033,233,
discharge,24,B0033,234,1.441282008
charge,24,B0033,235,
discharge,24,B0033,236,1.444896539
impedance,24,B0033,237,
charge,24,B0033,238,
impedance,24,B0033,239,
discharge,24,B0033,240,1.454025635
charge,24,B0033,241,
discharge,24,B0033,242,1.422603045
charge,24,B0033,243,
discharge,24,B0033,244,1.410196955
charge,24,B0033,245,
discharge,24,B0033,246,1.41448813
charge,24,B0033,247,
discharge,24,B0033,248,1.431360033
impedance,24,B0033,249,
charge,24,B0033,250,
impedance,24,B0033,251,
discharge,24,B0033,252,1.451513324
charge,24,B0033,253,
discharge,24,B0033,254,1.423037676
charge,24,B0033,255,
discharge,24,B0033,256,1.396298696
charge,24,B0033,257,
discharge,24,B0033,258,1.397906073
charge,24,B0033,259,
discharge,24,B0033,260,1.401134756
impedance,24,B0033,261,
charge,24,B0033,262,
impedance,24,B0033,263,
discharge,24,B0033,264,1.436782529
charge,24,B0033,265,
discharge,24,B0033,266,1.437000688
charge,24,B0033,267,
discharge,24,B0033,268,1.410355528
charge,24,B0033,269,
discharge,24,B0033,270,1.382633398
charge,24,B0033,271,
discharge,24,B0033,272,1.369940358
impedance,24,B0033,273,
charge,24,B0033,274,
impedance,24,B0033,275,
discharge,24,B0033,276,1.378612933
charge,24,B0033,277,
discharge,24,B0033,278,1.803595986
impedance,24,B0033,279,
charge,24,B0033,280,
impedance,24,B0033,281,
discharge,24,B0033,282,1.423442429
charge,24,B0033,283,
discharge,24,B0033,284,1.394600389
charge,24,B0033,285,
discharge,24,B0033,286,1.396161399
charge,24,B0033,287,
discharge,24,B0033,288,1.384968608
charge,24,B0033,289,
discharge,24,B0033,290,1.371511474
impedance,24,B0033,291,
charge,24,B0033,292,
impedance,24,B0033,293,
discharge,24,B0033,294,1.361686508
charge,24,B0033,295,
discharge,24,B0033,296,1.379630136
charge,24,B0033,297,
discharge,24,B0033,298,1.364231776
charge,24,B0033,299,
discharge,24,B0033,300,1.341841451
charge,24,B0033,301,
discharge,24,B0033,302,1.35522157
impedance,24,B0033,303,
charge,24,B0033,304,
impedance,24,B0033,305,
discharge,24,B0033,306,1.340386026
charge,24,B0033,307,
discharge,24,B0033,308,1.359407891
charge,24,B0033,309,
discharge,24,B0033,310,1.345710086
charge,24,B0033,311,
discharge,24,B0033,312,1.347761142
charge,24,B0033,313,
discharge,24,B0033,314,1.335482103
impedance,24,B0033,315,
charge,24,B0033,316,
impedance,24,B0033,317,
discharge,24,B0033,318,1.353154942
charge,24,B0033,319,
discharge,24,B0033,320,1.370967771
charge,24,B0033,321,
discharge,24,B0033,322,1.357426672
charge,24,B0033,323,
discharge,24,B0033,324,1.344367882
charge,24,B0033,325,
discharge,24,B0033,326,1.330058239
impedance,24,B0033,327,
charge,24,B0033,328,
impedance,24,B0033,329,
discharge,24,B0033,330,1.403364186
impedance,24,B0033,331,
charge,24,B0033,332,
impedance,24,B0033,333,
discharge,24,B0033,334,1.386557095
charge,24,B0033,335,
discharge,24,B0033,336,1.370413818
charge,24,B0033,337,
discharge,24,B0033,338,1.325319394
charge,24,B0033,339,
discharge,24,B0033,340,0.843968499
charge,24,B0033,341,
discharge,24,B0033,342,0.298661804
impedance,24,B0033,343,
charge,24,B0033,344,
impedance,24,B0033,345,
discharge,24,B0033,346,0.234486797
charge,24,B0033,347,
discharge,24,B0033,348,0.202563304
charge,24,B0033,349,
discharge,24,B0033,350,0.235319957
charge,24,B0033,351,
discharge,24,B0033,352,0.235504278
charge,24,B0033,353,
discharge,24,B0033,354,0.430424226
impedance,24,B0033,355,
charge,24,B0033,356,
impedance,24,B0033,357,
discharge,24,B0033,358,0.464363332
charge,24,B0033,359,
discharge,24,B0033,360,0.399483938
charge,24,B0033,361,
discharge,24,B0033,362,1.461469789
charge,24,B0033,363,
